title,reviewer_name,verified_homebuyer,date,location,review_text,total_score,quality,trustworthiness,value,responsiveness
Amazing team.,Christopher K.,Yes,2025-01-02,"Peoria, AZ","Our experience with Shea Homes has been outstanding from start to finish, and we are absolutely thrilled with our new home in the Aloravita community! From the very first moment we engaged with Shea Homes, Nancy made the home-buying process feel smooth and effortless. She was incredibly helpful, knowledgeable, and attentive to our needs, making sure we had all the information we needed to make informed decisions. Once the building process began, Joe took the lead and was with us every step of the way. His expertise and attention to detail were invaluable, ensuring that the construction metour expectations and the highest standards of quality. Joe was always available to answer our questions and address any concerns, which made the entire experience much more enjoyable and stress-free. Scott also played a key role in overseeing the build, ensuring everything stayed on track and was completed on schedule. We were particularly impressed with how responsive and proactive he was, making sure that any issues that came up were quickly addressed and resolved to our satisfaction. After we moved in, James took care of the warranty work, and he has been absolutely fantastic. He’s been incredibly thorough, responsive, and professional, ensuring that any minor issues we had were handled promptly and efficiently. It’s clear that Shea Homes stands behind their product and values their customers long after the sale is made. Aloravita is a beautiful community with a welcoming atmosphere, and we couldn't be happier with our decision to build here. The quality of workmanship in our home is exceptional, and every detail was thoughtfully considered. We feel lucky to be part of such a wonderful neighborhood. We highly recommend Shea Homes to anyone looking for a new home. From the exceptional team, including Nancy, Joe, Scott, and James, to the overall experience, Shea Homes has been an absolute pleasure to work with. We are grateful for their dedication to making our home-buying journey smooth and successful, and we couldn’t be happier with the results!",5,5,5,5,5
Trilogy at the Polo Club,Linda K.,Yes,2024-12-29,"Indio, CA","Deciding to move is stressful. Shea Homes makes it as enjoyable an experience anyone could ask for. Joining a 55+ community across the country to be closer to family was a daunting thought. I'm here and loving the community and reflecting on the whole process from touring the models to moving in. The sales reps and design studio were the best one could want, the construction superintendent approachable, the warranty process is well executed and the neighborhood friendly and welcoming. I'm glad I chose this community.",5,5,5,5,5
Very good experience building our home.,Barbara P.,Yes,2024-12-27,"Littleton, CO","We were very pleased with every step of the building process. The contract managers at our location were particularly great, making sure we were happy with the final outcome!",5,5,5,5,5
EDocs,Kristi E.,Yes,2024-12-26,"Hollister, CA","I am so happy with my new home! There have been a few minor things, but I always have someone to reach out to for an assist - Aiden has been especially helpful. My only 'complaint' is with all the edocs, and especially the 441 page contract. It would have been a much better experience to have had these important documents in paper form - or at the very least, the option for paper. As it is now, everytime I need to reference something, I have to go searching through various emails and edocs; this is very frustrating. Otherwise, couldn't be happier!",5,5,5,5,5
Everyone we have dealt with has been very helpful and responsive.,Dennis B.,Yes,2024-12-09,"Castle Rock, CO",From start to closing and even beyond the experience with Shea has been excellent. We are pleased with the quality of the home and the workmanship.,5,5,5,5,5
Excited,Yandong L.,Yes,2024-12-07,"Ladera Ranch, CA","The entire home buying journey was unforgettable. From the very begining when I was in the interest list to the final when I got keys, every moment were excited. Sales person an home warrenty staff are very professional, friendly and kindness.",5,5,5,5,5
Dream home.,Jeff H.,Yes,2024-12-07,"Cave Creek, AZ","We were so impressed by the Shea home buying experience. Marci our sales rep was beyond attentive and helpful. When our project hit a delay she’s took care of all of our concerns and even gave us some incentives to cover the cost of the added temporary housing. What a great, honest, high quality company. We are in our dream home now and so happy for how it worked out.",5,5,5,5,5
Great and Puntcual,Todd H.,Yes,2024-12-07,"Wickenburg, AZ","The entire experience was a well-oiled machine. From sales to the designer to the builder to the home delivery. All aspects were on time, professional, and accountable. I've been through this process with 3 other builders in two other states and this process was the smoothest of all. Great experience!",5,5,5,5,5
Wonderful home and service and staff,Neil G.,Yes,2024-12-05,"Phoenix, AZ","Great home and staff Kris,kodiac and Vanessa were wonderful Was a class act from top to bottom Everything was first class and up front A great buying experience",5,5,5,5,5
"Professional, Quality and exceptional team",Wendy W.,Yes,2024-12-01,"Littleton, CO",From lot selection to taking possession our experience has been wonderful. We had a couple of hiccups but the accountability and dedication of the staff reinforced the excellence of Shea. Ryan and Brandon inspired confidence and showcased the diligent craft and trades for Shea homes. Jill has been wonderful and very responsive as we have recently completed our 1 month check in. We are very pleased.,5,5,5,5,5
good,Winsom T.,Yes,2024-11-23,"Ontario, CA",good experience buying the house,5,5,5,5,5
Happy with my purchase!,Mary C.,Yes,2024-11-23,"Indio, CA",Very satisfied with the overall experience.,5,5,5,5,5
Dan and Carolyn,James G.,Yes,2024-11-22,"OCALA, FL",Carolyn and Dan have been right on top of questions and problems,5,5,5,5,5
Great home buying experience,Cory D.,Yes,2024-11-08,"Littleton, CO","The Shea team from start to finish was patient, polite, professional, and helpful. The sales people that we worked with helped answer a lot of questions until we felt comfortable making the decision to move forward. The design team helped us with decisions, they offered alternatives at our request and was our third-party check to make sure we were making cohesive design decisions. After shopping around, we opted to use Shea Mortgage as our lender. They made sure that we were always informed and had all the important information before and after making decisions. Now that we are in the house,the warranty team has been helpful and responsive in taking care of the short list of fixes we had. I would buy from Shea again without a question.",5,5,5,5,5
Surpassed expectations experience!,Brian C.,Yes,2024-11-07,"Redondo Beach, CA","Shea homes was extraordinarily excellent in our home purchase experience from our very first tour to our close. They followed up thoroughly and truly cared about every step including helping us close on time, answering all questions promptly, and finally checking in or fixing any issues after we moved in. I was also very satisfied and happy with the overall build quality of our home as it was very obvious the best effort and quality of materials were used. They have gained my trust and endorsement for any future homes built.",5,5,5,5,5
Very happy homeowner,Kelly B.,Yes,2024-11-04,"Rio Verde, AZ",Our experience designing and building with Shea Homes - Trilogy has been fantastic. Every step along the way was handled professionally by competent and caring people. This has been a wonderful experience. Thank you to everyone on the Shea Homes - Trilogy Team.,5,5,5,5,5
